fecha_utc,hora_utc,fecha_local,hora_local,tipo_evento,descripcion,elevacion,azimut,planeta1,planeta2,posicion1,posicion2,tipo_aspecto,orbe,es_aplicativo,harmony,signo,grado,posicion
2024-05-08,23:20,2024-05-08,20:20,Ingreso a Signo,Luna ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2024-05-11,03:13,2024-05-11,00:13,Ingreso a Signo,Luna ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2024-05-13,09:13,2024-05-13,06:13,Aspecto,Sol en Conjunción con Urano,,,Sol,Urano,23°06' Tauro,23°06' Tauro,Conjunción,0.00°,No,Neutro,,,
2024-05-13,10:36,2024-05-13,07:36,Ingreso a Signo,Luna ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2024-05-13,19:45,2024-05-13,16:45,Aspecto,Venus en Sextil con Saturno,,,Venus,Saturno,17°39' Tauro,17°39' Piscis,Sextil,0.00°,No,Armónico,,,
2024-05-15,17:05,2024-05-15,14:05,Ingreso a Signo,Mercurio ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2024-05-15,21:32,2024-05-15,18:32,Ingreso a Signo,Luna ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2024-05-17,07:43,2024-05-17,04:43,Aspecto,Mercurio en Cuadratura con Plutón,,,Mercurio,Plutón,2°03' Tauro,2°03' Acuario,Cuadratura,0.00°,No,Tensión,,,
2024-05-18,10:22,2024-05-18,07:22,Ingreso a Signo,Luna ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2024-05-18,11:40,2024-05-18,08:40,Aspecto,Venus en Conjunción con Urano,,,Venus,Urano,23°23' Tauro,23°23' Tauro,Conjunción,0.00°,No,Neutro,,,
2024-05-18,18:45,2024-05-18,15:45,Aspecto,Sol en Conjunción con Júpiter,,,Sol,Júpiter,28°18' Tauro,28°18' Tauro,Conjunción,0.00°,No,Neutro,,,
2024-05-19,22:45,2024-05-19,19:45,Aspecto,Sol en Sextil con Neptuno,,,Sol,Neptuno,29°25' Tauro,29°25' Piscis,Sextil,0.00°,No,Armónico,,,
2024-05-20,12:59,2024-05-20,09:59,Ingreso a Signo,Sol ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2024-05-20,22:34,2024-05-20,19:34,Ingreso a Signo,Luna ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
2024-05-22,15:13,2024-05-22,12:13,Aspecto,Sol en Trígono con Plutón,,,Sol,Plutón,2°00' Géminis,2°00' Acuario,Trígono,0.00°,No,Armónico,,,
2024-05-23,08:24,2024-05-23,05:24,Ingreso a Signo,Luna ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2024-05-23,08:29,2024-05-23,05:29,Aspecto,Venus en Conjunción con Júpiter,,,Venus,Júpiter,29°23' Tauro,29°23' Tauro,Conjunción,0.00°,No,Neutro,,,
2024-05-23,10:50,2024-05-23,07:50,Aspecto,Venus en Sextil con Neptuno,,,Venus,Neptuno,29°30' Tauro,29°30' Piscis,Sextil,0.00°,No,Armónico,,,
2024-05-23,13:53,2024-05-23,10:53,Luna Llena,Luna llena en Sagitario 2.92°,-25.8°,208.7°,,,,,,,,,Sagitario,2.92°,2°55' Sagitario
2024-05-23,20:30,2024-05-23,17:30,Ingreso a Signo,Venus ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2024-05-23,21:44,2024-05-23,18:44,Aspecto,Júpiter en Sextil con Neptuno,,,Júpiter,Neptuno,29°30' Tauro,29°30' Piscis,Sextil,0.00°,No,Armónico,,,
2024-05-25,11:16,2024-05-25,08:16,Aspecto,Venus en Trígono con Plutón,,,Venus,Plutón,1°59' Géminis,1°59' Acuario,Trígono,0.00°,No,Armónico,,,
2024-05-25,15:35,2024-05-25,12:35,Ingreso a Signo,Luna ingresa a 0.00° de Capricornio (Directo),,,,,,,,,,,,,
2024-05-25,23:14,2024-05-25,20:14,Ingreso a Signo,Júpiter ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2024-05-27,20:44,2024-05-27,17:44,Ingreso a Signo,Luna ingresa a 0.00° de Acuario (Directo),,,,,,,,,,,,,
2024-05-28,03:22,2024-05-28,00:22,Aspecto,Mercurio en Sextil con Saturno,,,Mercurio,Saturno,18°33' Tauro,18°33' Piscis,Sextil,0.00°,No,Armónico,,,
2024-05-30,00:32,2024-05-29,21:32,Ingreso a Signo,Luna ingresa a 0.00° de Piscis (Directo),,,,,,,,,,,,,
2024-05-31,05:54,2024-05-31,02:54,Aspecto,Mercurio en Conjunción con Urano,,,Mercurio,Urano,24°07' Tauro,24°07' Tauro,Conjunción,0.00°,No,Neutro,,,
2024-06-01,03:28,2024-06-01,00:28,Ingreso a Signo,Luna ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2024-06-03,00:12,2024-06-02,21:12,Aspecto,Júpiter en Trígono con Plutón,,,Júpiter,Plutón,1°53' Géminis,1°53' Acuario,Trígono,0.00°,No,Armónico,,,
2024-06-03,03:57,2024-06-03,00:57,Aspecto,Mercurio en Sextil con Neptuno,,,Mercurio,Neptuno,29°42' Tauro,29°42' Piscis,Sextil,0.00°,No,Armónico,,,
2024-06-03,05:55,2024-06-03,02:55,Ingreso a Signo,Luna ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2024-06-03,07:36,2024-06-03,04:36,Ingreso a Signo,Mercurio ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2024-06-04,06:12,2024-06-04,03:12,Aspecto,Mercurio en Trígono con Plutón,,,Mercurio,Plutón,1°52' Géminis,1°52' Acuario,Trígono,0.00°,No,Armónico,,,
2024-06-04,10:23,2024-06-04,07:23,Aspecto,Mercurio en Conjunción con Júpiter,,,Mercurio,Júpiter,2°12' Géminis,2°12' Géminis,Conjunción,0.00°,No,Neutro,,,
2024-06-04,15:33,2024-06-04,12:33,Aspecto,Sol en Conjunción con Venus,,,Sol,Venus,14°29' Géminis,14°29' Géminis,Conjunción,0.00°,No,Neutro,,,
2024-06-05,08:36,2024-06-05,05:36,Ingreso a Signo,Luna ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2024-06-06,12:37,2024-06-06,09:37,Luna Nueva,Luna nueva en Géminis 16.30°,16.4°,46.3°,,,,,,,,,Géminis,16.30°,16°17' Géminis
2024-06-07,12:40,2024-06-07,09:40,Ingreso a Signo,Luna ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2024-06-08,08:25,2024-06-08,05:25,Aspecto,Venus en Cuadratura con Saturno,,,Venus,Saturno,19°02' Géminis,19°02' Piscis,Cuadratura,0.00°,No,Tensión,,,
2024-06-09,04:34,2024-06-09,01:34,Ingreso a Signo,Marte ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2024-06-09,10:35,2024-06-09,07:35,Aspecto,Sol en Cuadratura con Saturno,,,Sol,Saturno,19°05' Géminis,19°05' Piscis,Cuadratura,0.00°,No,Tensión,,,
2024-06-09,19:28,2024-06-09,16:28,Ingreso a Signo,Luna ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2024-06-11,13:21,2024-06-11,10:21,Aspecto,Marte en Cuadratura con Plutón,,,Marte,Plutón,1°45' Tauro,1°45' Acuario,Cuadratura,0.00°,No,Tensión,,,
2024-06-12,05:38,2024-06-12,02:38,Ingreso a Signo,Luna ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2024-06-12,10:47,2024-06-12,07:47,Aspecto,Mercurio en Cuadratura con Saturno,,,Mercurio,Saturno,19°10' Géminis,19°10' Piscis,Cuadratura,0.00°,No,Tensión,,,
2024-06-14,16:32,2024-06-14,13:32,Aspecto,Sol en Conjunción con Mercurio,,,Sol,Mercurio,24°06' Géminis,24°06' Géminis,Conjunción,0.00°,No,Neutro,,,
2024-06-14,18:12,2024-06-14,15:12,Ingreso a Signo,Luna ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2024-06-17,03:46,2024-06-17,00:46,Aspecto,Venus en Cuadratura con Neptuno,,,Venus,Neptuno,29°52' Géminis,29°52' Piscis,Cuadratura,0.00°,No,Tensión,,,
2024-06-17,06:20,2024-06-17,03:20,Ingreso a Signo,Venus ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2024-06-17,06:37,2024-06-17,03:37,Ingreso a Signo,Luna ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
2024-06-17,07:41,2024-06-17,04:41,Aspecto,Mercurio en Cuadratura con Neptuno,,,Mercurio,Neptuno,29°52' Géminis,29°52' Piscis,Cuadratura,0.00°,No,Tensión,,,
2024-06-17,09:06,2024-06-17,06:06,Ingreso a Signo,Mercurio ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2024-06-17,12:42,2024-06-17,09:42,Aspecto,Mercurio en Conjunción con Venus,,,Mercurio,Venus,0°19' Cáncer,0°19' Cáncer,Conjunción,0.00°,No,Neutro,,,
2024-06-19,16:31,2024-06-19,13:31,Ingreso a Signo,Luna ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2024-06-20,18:12,2024-06-20,15:12,Aspecto,Sol en Cuadratura con Neptuno,,,Sol,Neptuno,29°53' Géminis,29°53' Piscis,Cuadratura,0.00°,No,Tensión,,,
2024-06-20,20:50,2024-06-20,17:50,Ingreso a Signo,Sol ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2024-06-21,16:22,2024-06-21,13:22,Aspecto,Mercurio en Sextil con Marte,,,Mercurio,Marte,9°12' Cáncer,9°12' Tauro,Sextil,0.00°,No,Armónico,,,
2024-06-21,23:08,2024-06-21,20:08,Ingreso a Signo,Luna ingresa a 0.00° de Capricornio (Directo),,,,,,,,,,,,,
2024-06-22,01:07,2024-06-21,22:07,Luna Llena,Luna llena en Capricornio 1.12°,53.3°,91.9°,,,,,,,,,Capricornio,1.12°,1°07' Capricornio
2024-06-24,03:14,2024-06-24,00:14,Ingreso a Signo,Luna ingresa a 0.00° de Acuario (Directo),,,,,,,,,,,,,
2024-06-26,06:07,2024-06-26,03:07,Ingreso a Signo,Luna ingresa a 0.00° de Piscis (Directo),,,,,,,,,,,,,
2024-06-26,18:09,2024-06-26,15:09,Aspecto,Mercurio en Trígono con Saturno,,,Mercurio,Saturno,19°25' Cáncer,19°25' Piscis,Trígono,0.00°,No,Armónico,,,
2024-06-28,08:51,2024-06-28,05:51,Ingreso a Signo,Luna ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2024-06-29,04:49,2024-06-29,01:49,Aspecto,Venus en Sextil con Marte,,,Venus,Marte,14°39' Cáncer,14°39' Tauro,Sextil,0.00°,No,Armónico,,,
2024-06-29,18:30,2024-06-29,15:30,Inicio Retrogradación,Saturno inicia retrogradación en 19°25' Piscis,,,,,,,,,,,,,
2024-06-30,02:19,2024-06-29,23:19,Aspecto,Mercurio en Sextil con Urano,,,Mercurio,Urano,25°40' Cáncer,25°40' Tauro,Sextil,0.00°,No,Armónico,,,
2024-06-30,12:00,2024-06-30,09:00,Ingreso a Signo,Luna ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2024-07-02,10:11,2024-07-02,07:11,Inicio Retrogradación,Neptuno inicia retrogradación en 29°55' Piscis,,,,,,,,,,,,,
2024-07-02,11:53,2024-07-02,08:53,Aspecto,Mercurio en Trígono con Neptuno,,,Mercurio,Neptuno,29°55' Cáncer,29°55' Piscis,Trígono,0.00°,No,Armónico,,,
2024-07-02,12:50,2024-07-02,09:50,Ingreso a Signo,Mercurio ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2024-07-02,15:50,2024-07-02,12:50,Ingreso a Signo,Luna ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2024-07-03,01:41,2024-07-02,22:41,Aspecto,Venus en Trígono con Saturno,,,Venus,Saturno,19°25' Cáncer,19°25' Piscis,Trígono,0.00°,No,Armónico,,,
2024-07-03,07:26,2024-07-03,04:26,Aspecto,Mercurio en Oposición con Plutón,,,Mercurio,Plutón,1°19' Leo,1°19' Acuario,Oposición,0.00°,No,Tensión,,,
2024-07-04,20:51,2024-07-04,17:51,Ingreso a Signo,Luna ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2024-07-05,19:02,2024-07-05,16:02,Aspecto,Marte en Sextil con Saturno,,,Marte,Saturno,19°23' Tauro,19°23' Piscis,Sextil,0.00°,No,Armónico,,,
2024-07-05,22:57,2024-07-05,19:57,Luna Nueva,Luna nueva en Cáncer 14.39°,-24.3°,281.7°,,,,,,,,,Cáncer,14.39°,14°23' Cáncer
2024-07-07,03:55,2024-07-07,00:55,Ingreso a Signo,Luna ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2024-07-08,11:04,2024-07-08,08:04,Aspecto,Venus en Sextil con Urano,,,Venus,Urano,26°02' Cáncer,26°02' Tauro,Sextil,0.00°,No,Armónico,,,
2024-07-08,14:26,2024-07-08,11:26,Aspecto,Mercurio en Sextil con Júpiter,,,Mercurio,Júpiter,9°50' Leo,9°50' Géminis,Sextil,0.00°,No,Armónico,,,
2024-07-09,13:47,2024-07-09,10:47,Ingreso a Signo,Luna ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2024-07-11,03:04,2024-07-11,00:04,Aspecto,Sol en Trígono con Saturno,,,Sol,Saturno,19°19' Cáncer,19°19' Piscis,Trígono,0.00°,No,Armónico,,,
2024-07-11,14:32,2024-07-11,11:32,Aspecto,Venus en Trígono con Neptuno,,,Venus,Neptuno,29°54' Cáncer,29°54' Piscis,Trígono,0.00°,No,Armónico,,,
2024-07-11,16:18,2024-07-11,13:18,Ingreso a Signo,Venus ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2024-07-12,02:06,2024-07-11,23:06,Ingreso a Signo,Luna ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2024-07-12,14:11,2024-07-12,11:11,Aspecto,Venus en Oposición con Plutón,,,Venus,Plutón,1°07' Leo,1°07' Acuario,Oposición,0.00°,No,Tensión,,,
2024-07-14,14:52,2024-07-14,11:52,Ingreso a Signo,Luna ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
2024-07-15,14:04,2024-07-15,11:04,Aspecto,Marte en Conjunción con Urano,,,Marte,Urano,26°19' Tauro,26°19' Tauro,Conjunción,0.00°,No,Neutro,,,
2024-07-17,01:24,2024-07-16,22:24,Ingreso a Signo,Luna ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2024-07-18,14:00,2024-07-18,11:00,Aspecto,Sol en Sextil con Urano,,,Sol,Urano,26°25' Cáncer,26°25' Tauro,Sextil,0.00°,No,Armónico,,,
2024-07-19,08:13,2024-07-19,05:13,Ingreso a Signo,Luna ingresa a 0.00° de Capricornio (Directo),,,,,,,,,,,,,
2024-07-20,15:17,2024-07-20,12:17,Aspecto,Marte en Sextil con Neptuno,,,Marte,Neptuno,29°50' Tauro,29°50' Piscis,Sextil,0.00°,No,Armónico,,,
2024-07-20,20:43,2024-07-20,17:43,Ingreso a Signo,Marte ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2024-07-21,10:17,2024-07-21,07:17,Luna Llena,Luna llena en Capricornio 29.15°,10.6°,247.5°,,,,,,,,,Capricornio,29.15°,29°08' Capricornio
2024-07-21,11:43,2024-07-21,08:43,Ingreso a Signo,Luna ingresa a 0.00° de Acuario (Directo),,,,,,,,,,,,,
2024-07-21,20:43,2024-07-21,17:43,Aspecto,Venus en Sextil con Júpiter,,,Venus,Júpiter,12°30' Leo,12°30' Géminis,Sextil,0.00°,No,Armónico,,,
2024-07-21,22:20,2024-07-21,19:20,Aspecto,Mercurio en Cuadratura con Urano,,,Mercurio,Urano,26°32' Leo,26°32' Tauro,Cuadratura,0.00°,No,Tensión,,,
2024-07-22,03:25,2024-07-22,00:25,Aspecto,Sol en Trígono con Neptuno,,,Sol,Neptuno,29°49' Cáncer,29°49' Piscis,Trígono,0.00°,No,Armónico,,,
2024-07-22,03:47,2024-07-22,00:47,Aspecto,Marte en Trígono con Plutón,,,Marte,Plutón,0°53' Géminis,0°53' Acuario,Trígono,0.00°,No,Armónico,,,
2024-07-22,07:44,2024-07-22,04:44,Ingreso a Signo,Sol ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2024-07-23,05:37,2024-07-23,02:37,Aspecto,Sol en Oposición con Plutón,,,Sol,Plutón,0°52' Leo,0°52' Acuario,Oposición,0.00°,No,Tensión,,,
2024-07-23,13:22,2024-07-23,10:22,Ingreso a Signo,Luna ingresa a 0.00° de Piscis (Directo),,,,,,,,,,,,,
2024-07-25,14:52,2024-07-25,11:52,Ingreso a Signo,Luna ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2024-07-25,22:41,2024-07-25,19:41,Ingreso a Signo,Mercurio ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2024-07-26,02:32,2024-07-25,23:32,Aspecto,Sol en Sextil con Marte,,,Sol,Marte,3°36' Leo,3°36' Géminis,Sextil,0.00°,No,Armónico,,,
2024-07-27,17:22,2024-07-27,14:22,Ingreso a Signo,Luna ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2024-07-29,21:27,2024-07-29,18:27,Ingreso a Signo,Luna ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2024-08-01,03:19,2024-08-01,00:19,Ingreso a Signo,Luna ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2024-08-02,13:26,2024-08-02,10:26,Aspecto,Venus en Cuadratura con Urano,,,Venus,Urano,26°52' Leo,26°52' Tauro,Cuadratura,0.00°,No,Tensión,,,
2024-08-03,11:09,2024-08-03,08:09,Ingreso a Signo,Luna ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2024-08-04,11:12,2024-08-04,08:12,Luna Nueva,Luna nueva en Leo 12.57°,4.8°,65.6°,,,,,,,,,Leo,12.57°,12°34' Leo
2024-08-05,02:22,2024-08-04,23:22,Ingreso a Signo,Venus ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2024-08-05,04:26,2024-08-05,01:26,Inicio Retrogradación,Mercurio inicia retrogradación en 4°06' Virgo,,,,,,,,,,,,,
2024-08-05,21:16,2024-08-05,18:16,Ingreso a Signo,Luna ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2024-08-07,13:36,2024-08-07,10:36,Aspecto,Sol en Sextil con Júpiter,,,Sol,Júpiter,15°32' Leo,15°32' Géminis,Sextil,0.00°,No,Armónico,,,
2024-08-08,03:12,2024-08-08,00:12,Aspecto,Mercurio en Conjunción con Venus,,,Mercurio,Venus,3°43' Virgo,3°43' Virgo,Conjunción,0.00°,No,Neutro,,,
2024-08-08,09:31,2024-08-08,06:31,Ingreso a Signo,Luna ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2024-08-10,22:33,2024-08-10,19:33,Ingreso a Signo,Luna ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
2024-08-13,10:00,2024-08-13,07:00,Ingreso a Signo,Luna ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2024-08-14,15:21,2024-08-14,12:21,Aspecto,Marte en Conjunción con Júpiter,,,Marte,Júpiter,16°40' Géminis,16°40' Géminis,Conjunción,0.00°,No,Neutro,,,
2024-08-15,00:15,2024-08-14,21:15,Ingreso a Signo,Mercurio deja a 29.99° de Virgo (Retrógrado),,,,,,,,,,,,,
2024-08-15,17:51,2024-08-15,14:51,Ingreso a Signo,Luna ingresa a 0.00° de Capricornio (Directo),,,,,,,,,,,,,
2024-08-16,05:30,2024-08-16,02:30,Aspecto,Marte en Cuadratura con Saturno,,,Marte,Saturno,17°42' Géminis,17°42' Piscis,Cuadratura,0.00°,No,Tensión,,,
2024-08-17,21:44,2024-08-17,18:44,Ingreso a Signo,Luna ingresa a 0.00° de Acuario (Directo),,,,,,,,,,,,,
2024-08-18,09:46,2024-08-18,06:46,Aspecto,Mercurio en Cuadratura con Urano,,,Mercurio,Urano,27°10' Leo,27°10' Tauro,Cuadratura,0.00°,No,Tensión,,,
2024-08-19,01:58,2024-08-18,22:58,Aspecto,Sol en Conjunción con Mercurio,,,Sol,Mercurio,26°35' Leo,26°35' Leo,Conjunción,0.00°,No,Neutro,,,
2024-08-19,05:53,2024-08-19,02:53,Aspecto,Venus en Cuadratura con Júpiter,,,Venus,Júpiter,17°21' Virgo,17°21' Géminis,Cuadratura,0.00°,No,Tensión,,,
2024-08-19,08:29,2024-08-19,05:29,Aspecto,Venus en Oposición con Saturno,,,Venus,Saturno,17°29' Virgo,17°29' Piscis,Oposición,0.00°,No,Tensión,,,
2024-08-19,16:45,2024-08-19,13:45,Aspecto,Sol en Cuadratura con Urano,,,Sol,Urano,27°11' Leo,27°11' Tauro,Cuadratura,0.00°,No,Tensión,,,
2024-08-19,18:25,2024-08-19,15:25,Luna Llena,Luna llena en Acuario 27.25°,-30.2°,139.6°,,,,,,,,,Acuario,27.25°,27°15' Acuario
2024-08-19,21:46,2024-08-19,18:46,Aspecto,Júpiter en Cuadratura con Saturno,,,Júpiter,Saturno,17°27' Géminis,17°27' Piscis,Cuadratura,0.00°,No,Tensión,,,
2024-08-19,22:51,2024-08-19,19:51,Ingreso a Signo,Luna ingresa a 0.00° de Piscis (Directo),,,,,,,,,,,,,
2024-08-21,23:01,2024-08-21,20:01,Ingreso a Signo,Luna ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2024-08-22,14:55,2024-08-22,11:55,Ingreso a Signo,Sol ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2024-08-23,03:20,2024-08-23,00:20,Aspecto,Venus en Cuadratura con Marte,,,Venus,Marte,22°08' Virgo,22°08' Géminis,Cuadratura,0.00°,No,Tensión,,,
2024-08-24,00:00,2024-08-23,21:00,Ingreso a Signo,Luna ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2024-08-24,04:30,2024-08-24,01:30,Aspecto,Mercurio en Sextil con Marte,,,Mercurio,Marte,22°48' Leo,22°48' Géminis,Sextil,0.00°,No,Armónico,,,
2024-08-26,03:03,2024-08-26,00:03,Ingreso a Signo,Luna ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2024-08-27,07:23,2024-08-27,04:23,Aspecto,Venus en Trígono con Urano,,,Venus,Urano,27°14' Virgo,27°14' Tauro,Trígono,0.00°,No,Armónico,,,
2024-08-28,08:47,2024-08-28,05:47,Ingreso a Signo,Luna ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2024-08-28,20:24,2024-08-28,17:24,Aspecto,Venus en Oposición con Neptuno,,,Venus,Neptuno,29°08' Virgo,29°08' Piscis,Oposición,0.00°,No,Tensión,,,
2024-08-29,13:22,2024-08-29,10:22,Ingreso a Signo,Venus ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2024-08-29,14:31,2024-08-29,11:31,Aspecto,Venus en Trígono con Plutón,,,Venus,Plutón,0°03' Libra,0°03' Acuario,Trígono,0.00°,No,Armónico,,,
2024-08-30,17:09,2024-08-30,14:09,Ingreso a Signo,Luna ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2024-09-01,14:30,2024-09-01,11:30,Inicio Retrogradación,Urano inicia retrogradación en 27°15' Tauro,,,,,,,,,,,,,
2024-09-01,23:57,2024-09-01,20:57,Ingreso a Signo,Plutón deja a 29.99° de Acuario (Retrógrado),,,,,,,,,,,,,
2024-09-02,03:48,2024-09-02,00:48,Ingreso a Signo,Luna ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2024-09-03,01:55,2024-09-02,22:55,Luna Nueva,Luna nueva en Virgo 11.07°,-51.7°,231.7°,,,,,,,,,Virgo,11.07°,11°04' Virgo
